fm_thr,rsi_w_coef,trend_filter,ta_rsi_sell,return,sharpe,max_dd,buy_cnt,sell_cnt,composite
7.0,0.3,0.6,75,-64.37905773548412,-0.5942706387951452,-73.42120322778912,713,16,-2.089343597265949
7.0,0.3,0.6,78,-64.37905773548412,-0.5942706387951452,-73.42120322778912,713,14,-2.089343597265949
7.0,0.3,0.6,82,-64.37905773548412,-0.5942706387951452,-73.42120322778912,713,11,-2.089343597265949
3.0,0.1,0.8,82,-66.3188103023749,-0.630812631940367,-74.0737963564136,727,4,-2.1641107509166346
3.0,0.1,0.8,78,-66.3188103023749,-0.630812631940367,-74.0737963564136,727,4,-2.1641107509166346
3.0,0.1,0.8,75,-66.3188103023749,-0.630812631940367,-74.0737963564136,727,4,-2.1641107509166346
3.0,0.1,0.8,72,-66.3188103023749,-0.630812631940367,-74.0737963564136,727,4,-2.1641107509166346
7.0,0.2,1.0,72,-68.03475562394293,-0.6544231898009101,-75.39463011765402,747,3,-2.228995834991614
7.0,0.2,1.0,75,-68.03475562394293,-0.6544231898009101,-75.39463011765402,747,3,-2.228995834991614
7.0,0.2,1.0,78,-68.03475562394293,-0.6544231898009101,-75.39463011765402,747,3,-2.228995834991614
7.0,0.2,1.0,82,-68.03475562394293,-0.6544231898009101,-75.39463011765402,747,3,-2.228995834991614
7.0,0.25,0.8,82,-68.1176459547307,-0.6560313283448583,-75.45843330912699,747,8,-2.232317209907245
7.0,0.25,0.8,78,-68.1176459547307,-0.6560313283448583,-75.45843330912699,747,8,-2.232317209907245
7.0,0.25,0.8,75,-68.1176459547307,-0.6560313283448583,-75.45843330912699,747,8,-2.232317209907245
7.0,0.25,0.8,72,-68.1176459547307,-0.6560313283448583,-75.45843330912699,747,8,-2.232317209907245
10.0,0.3,1.0,82,-71.3129044655119,-0.6959903450594846,-77.25088719289545,772,4,-2.3495359335678376
10.0,0.3,1.0,78,-71.3129044655119,-0.6959903450594846,-77.25088719289545,772,4,-2.3495359335678376
10.0,0.3,1.0,75,-71.3129044655119,-0.6959903450594846,-77.25088719289545,772,4,-2.3495359335678376
10.0,0.3,1.0,72,-71.3129044655119,-0.6959903450594846,-77.25088719289545,772,4,-2.3495359335678376
5.0,0.15,1.0,82,-71.3129044655119,-0.6959903450594846,-77.25088719289545,772,4,-2.3495359335678376
